workerid,spinnerID,payoff1,payoff2,payoff3,prob1,prob2,prob3,win,winProb,angleProp,response,winChoice,EV,PE,happy,sad,anger,surprise,disgust,fear,content,disapp,pcomp1 (valence),pcomp2 (negative arousal),dummy,Analysis,Overall Valence,Overall Arousal,Avg ID1,Avg ID2,scale1 (relative valence),scale2 (negative relative arousal)
A35R4R94ZTZFSV,36,30,50,90,0.39,0.25,0.36,90,0.36,0.543,Happy because he won the largest amount possible.,3,56.6,33.4,8.529411765,1.058823529,1.058823529,6.117647059,1.294117647,1.058823529,8,1,4.924954411,-0.657984387,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,-4.5,4.5
A2JVVBXUEKSD6J,36,30,50,90,0.39,0.25,0.36,90,0.36,0.978,It's a close call; so that might be a relief between the $30 and the $90. That isn't really surprising though because those had the highest odds.,3,56.6,33.4,8.529411765,1.058823529,1.058823529,6.117647059,1.294117647,1.058823529,8,1,4.924954411,-0.657984387,1,"{'surprised': [4.61, 4.61, ['not very surprising'], 1], 'fortunate': [7.09, 5.16, ['relief'], 1]}",5.85,4.89,,,-4.5,4.5
ATG5DIBOFXR7C,37,20,50,90,0.28,0.19,0.53,20,0.28,0.084,He is disappointed he won the least amount.,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,3.282857143,4.776428571,-1.217142857,-0.276428571
AEX9MA72M10DC,37,20,50,90,0.28,0.19,0.53,20,0.28,0.998,Great but maybe hoping it was more,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'great': [8.5, 8.5, ['great'], 1], 'inspired': [7.1, 5.78, ['hoping'], 1]}",7.8,7.14,,,-4.5,4.5
A15BTZ2F2YSQ8I,37,20,50,90,0.28,0.19,0.53,20,0.28,0.775,George is probably a little disappointed.  He obviously missed the highest amount with the greatest chance.  He may buy a half a tank of gas on his way home...He may believe it wasn't worth his time even playing.,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'disappointed': [3.39, 5.92, ['a little disappointed'], 1]}",3.39,5.92,,,-4.5,4.5
A3FMBZRXBR0BH6,37,20,50,90,0.28,0.19,0.53,20,0.28,0.553,Josh feels crappy. Not only did he get the smallest amount; but the largest amount was more than half of the wheel making it very fairly likely to get. In addition; the second highest amount was yet another decent size section.,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'content': [6.06, 4.7, ['decent'], 1], 'unfortunate': [2.0, 4.0, ['crappy'], 1]}",4.03,4.35,,,-4.5,4.5
A35B3KI1K34CRA,37,20,50,90,0.28,0.19,0.53,20,0.28,0.96,he is glad he won something but at the same time he is sad it was not more,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'sad': [1.61, 4.13, ['sad'], 1], 'fortunate': [7.09, 5.16, ['glad'], 1]}",4.35,4.65,,,-4.5,4.5
A6K30KTZC5MYT,37,20,50,90,0.28,0.19,0.53,20,0.28,0.609,Very Disappointed.  He got the lowest possible prize; while the highest prize had significantly high odds of winning.,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'disappointed': [1.39, 3.92, ['very disappointed'], 1]}",1.39,3.92,,,-4.5,4.5
A578KKFXCH6DX,37,20,50,90,0.28,0.19,0.53,20,0.28,0.82,Jacob is slightly happy that he won $20. He is disappointed not to have won $90; though. It was clear that he had the greatest odds of winning $90.,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'happy': [7.22, 5.49, ['a little happy'], 1]}",4.81,5.21,,,-4.5,4.5
A30IS80MAGH20S,37,20,50,90,0.28,0.19,0.53,20,0.28,0.106,Disappointed to be so close to $90,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,-4.5,4.5
A1WND2TPRFA4H,37,20,50,90,0.28,0.19,0.53,20,0.28,0.953,Smiles; but no difference,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,{},0,0,,,-4.5,4.5
ARI7XTF8WJTI8,37,20,50,90,0.28,0.19,0.53,20,0.28,0.927,Mike is most likely dissatisfied with his spin since the chance of spinning $20 was lower than the chance of spinning $90.,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'unhappy': [2.39, 4.66, ['dissatisfied'], 1]}",2.39,4.66,,,-4.5,4.5
A25DHXVNVC0VPW,37,20,50,90,0.28,0.19,0.53,20,0.28,0.027,Charlie is probably a little upset since there was a higher chance to earn more money. However; he still made $20 for just spinning a wheel and shouldn't feel too bad about it.,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'unfortunate': [4.25, 6.25, ['not very bad'], 1], 'sad': [3.0, 6.86, ['a little upset'], 1]}",3.63,6.56,,,-4.5,4.5
A35R4R94ZTZFSV,37,20,50,90,0.28,0.19,0.53,20,0.28,0.363,Upset because he didn't win more; but probably glad that he won something.,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'fortunate': [7.09, 5.16, ['glad'], 1], 'sad': [2.0, 5.86, ['upset'], 1]}",4.55,5.51,,,-4.5,4.5
A1CCAFAD05OR0O,37,20,50,90,0.28,0.19,0.53,20,0.28,0.552,Charlie is more than likely disappointed in his spin.  He missed the largest section of the wheel which happened to contain the most money.  The section he landed on contains the least amount of money; so he's probably annoyed.,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'annoying': [3.5, 4.74, ['annoyed'], 1], 'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.95,4.83,,,-4.5,4.5
A2HR7ZIX42FEPG,37,20,50,90,0.28,0.19,0.53,20,0.28,0.85,Because of the amount of space that 90 occupied he is probably very bummed out that he did not win 90 dollars. He is probably also bummed because the landed stop was close to 50 so that's also a downside.,1,62.8,-42.8,3.347826087,4.782608696,3.913043478,5.739130435,3.434782609,1.52173913,2.956521739,6.869565217,-5.570153233,-1.606302868,1,"{'sad': [1.89, 4.28, ['very bummed', 'bummed'], 2]}",1.89,4.28,,,-4.5,4.5
A2JVVBXUEKSD6J,38,20,50,90,0.3,0.18,0.52,50,0.18,0.065,Again; he may be excited about the $50. However; he may have wanted to get the $90. However; it's more than the other option; which was $20.,2,61.8,-11.8,6.071428571,2.714285714,1.714285714,5.642857143,2.285714286,1.071428571,4.285714286,4.642857143,-0.87760318,-0.278872571,1,"{'excited': [7.5, 7.67, ['excited'], 1]}",7.5,7.67,7.48,6.176666667,2.98,-1.676666667
A3R7OA5VLKONPU,38,20,50,90,0.3,0.18,0.52,50,0.18,0.004,Good because he landed on the smallest space but won the middle amount.,2,61.8,-11.8,6.071428571,2.714285714,1.714285714,5.642857143,2.285714286,1.071428571,4.285714286,4.642857143,-0.87760318,-0.278872571,1,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43,,,-4.5,4.5
A3MV1DRG1VT6S2,38,20,50,90,0.3,0.18,0.52,50,0.18,0.322,He would feel good about it because it was not the lowest payout although it was the smallest section.,2,61.8,-11.8,6.071428571,2.714285714,1.714285714,5.642857143,2.285714286,1.071428571,4.285714286,4.642857143,-0.87760318,-0.278872571,1,"{'happy': [7.47, 5.43, ['good'], 1]}",7.47,5.43,,,-4.5,4.5
A1WND2TPRFA4H,39,20,50,90,0.32,0.18,0.5,90,0.5,0.519,Pretty happy,3,60.4,29.6,8.352941176,1.117647059,1.058823529,4.823529412,1.117647059,1.058823529,6.941176471,1.117647059,4.092811388,0.731199557,1,"{'happy': [7.22, 5.49, ['a little happy'], 1]}",7.22,5.49,8.502,6.708,4.002,-2.208
A09281221R5UN2B9X8VQQ,39,20,50,90,0.32,0.18,0.5,90,0.5,0.416,I think Tom feels very good about winning the $90 prize.  It is the largest amount on the wheel and he had a 50/50 chance of landing on something else.,3,60.4,29.6,8.352941176,1.117647059,1.058823529,4.823529412,1.117647059,1.058823529,6.941176471,1.117647059,4.092811388,0.731199557,1,"{'happy': [8.47, 6.43, ['very good'], 1]}",8.47,6.43,,,-4.5,4.5
A2ZAI1UI3BONP9,39,20,50,90,0.32,0.18,0.5,90,0.5,0.649,Bob is very happy.,3,60.4,29.6,8.352941176,1.117647059,1.058823529,4.823529412,1.117647059,1.058823529,6.941176471,1.117647059,4.092811388,0.731199557,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,-4.5,4.5
A25DHXVNVC0VPW,39,20,50,90,0.32,0.18,0.5,90,0.5,0.726,Steve feels ecstatic. He is leaving with $90 and should be very happy since it was the highest amount.,3,60.4,29.6,8.352941176,1.117647059,1.058823529,4.823529412,1.117647059,1.058823529,6.941176471,1.117647059,4.092811388,0.731199557,1,"{'excited': [8.66, 6.92, ['ecstatic'], 1], 'happy': [9.22, 7.49, ['very happy'], 1]}",8.94,7.21,,,-4.5,4.5
A3EBZQ81L976E1,39,20,50,90,0.32,0.18,0.5,90,0.5,0.394,Bob is ecstatic that he won the maximum amount of money from this spin. This wheel definitely favors the spinner.,3,60.4,29.6,8.352941176,1.117647059,1.058823529,4.823529412,1.117647059,1.058823529,6.941176471,1.117647059,4.092811388,0.731199557,1,"{'excited': [8.66, 6.92, ['ecstatic'], 1]}",8.66,6.92,,,-4.5,4.5
AEX9MA72M10DC,40,0,40,95,0.27,0.38,0.35,0,0.27,0.386,Dissappointed,1,48.45,-48.45,1.055555556,6.777777778,5.111111111,4.944444444,4.333333333,1.555555556,2.277777778,8.5,-9.268586522,-1.977061006,1,"{'disappointed': [2.37, 4.99, ['dissappointed'], 1]}",2.37,4.99,2.02125,4.4125,-2.47875,0.0875
A2P9CB7M5EG2II,40,0,40,95,0.27,0.38,0.35,0,0.27,0.669,The player will feel very disappointed when he sees the result. He would definitely have expected more; and it will leave him depressed if he leaves empty handed.,1,48.45,-48.45,1.055555556,6.777777778,5.111111111,4.944444444,4.333333333,1.555555556,2.277777778,8.5,-9.268586522,-1.977061006,1,"{'disappointed': [1.39, 3.92, ['very disappointed'], 1], 'sad': [1.83, 4.72, ['depressed'], 1]}",1.61,4.32,,,-4.5,4.5
A35B3KI1K34CRA,40,0,40,95,0.27,0.38,0.35,0,0.27,0.982,He is disappointed because he did not win anything; but he was excited for a minute because he came so close to winning something. ,1,48.45,-48.45,1.055555556,6.777777778,5.111111111,4.944444444,4.333333333,1.555555556,2.277777778,8.5,-9.268586522,-1.977061006,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'excited': [7.5, 7.67, ['excited'], 1]}",4.95,6.3,,,-4.5,4.5
A30IS80MAGH20S,40,0,40,95,0.27,0.38,0.35,0,0.27,0.261,Dejected. He got the lowest probability spin. ,1,48.45,-48.45,1.055555556,6.777777778,5.111111111,4.944444444,4.333333333,1.555555556,2.277777778,8.5,-9.268586522,-1.977061006,1,"{'neglected': [2.63, 4.83, ['dejected'], 1]}",2.63,4.83,,,-4.5,4.5
A1WND2TPRFA4H,40,0,40,95,0.27,0.38,0.35,0,0.27,0.217,Meh,1,48.45,-48.45,1.055555556,6.777777778,5.111111111,4.944444444,4.333333333,1.555555556,2.277777778,8.5,-9.268586522,-1.977061006,1,{},0,0,,,-4.5,4.5
A2SJ48G1X5OSN8,40,0,40,95,0.27,0.38,0.35,0,0.27,0.316,Upset. Even a $40 win would've been better than this. :(,1,48.45,-48.45,1.055555556,6.777777778,5.111111111,4.944444444,4.333333333,1.555555556,2.277777778,8.5,-9.268586522,-1.977061006,1,"{'sad': [2.0, 5.86, ['upset'], 1]}",2,5.86,,,-4.5,4.5
ATG5DIBOFXR7C,40,0,40,95,0.27,0.38,0.35,0,0.27,0.849,He is sad he didnt win anything. ,1,48.45,-48.45,1.055555556,6.777777778,5.111111111,4.944444444,4.333333333,1.555555556,2.277777778,8.5,-9.268586522,-1.977061006,1,"{'sad': [1.61, 4.13, ['sad'], 1]}",1.61,4.13,,,-4.5,4.5
A219M3DT6KUL7C,40,0,40,95,0.27,0.38,0.35,0,0.27,0.601,George is very upset with the outcome. He believes he deserves to win some money.,1,48.45,-48.45,1.055555556,6.777777778,5.111111111,4.944444444,4.333333333,1.555555556,2.277777778,8.5,-9.268586522,-1.977061006,1,"{'sad': [1.0, 4.87, ['very upset'], 1]}",1,4.87,,,-4.5,4.5
A18HFV4R3DNHOQ,41,0,40,95,0.27,0.4,0.33,40,0.4,0.184,I'm sure he is glad that he won some money; seeing as there was a chance that he could have won nothing.,2,47.35,-7.35,6.055555556,2.333333333,1.444444444,3.888888889,1.333333333,1.333333333,5.166666667,3.444444444,0.202328794,1.379321617,1,"{'fortunate': [7.09, 5.16, ['glad'], 1]}",7.09,5.16,5.232222222,4.422222222,0.732222222,0.077777778
A9DJ4U0G0MAA3,41,0,40,95,0.27,0.4,0.33,40,0.4,0.83,Pretty happy that he didn't get 0$,2,47.35,-7.35,6.055555556,2.333333333,1.444444444,3.888888889,1.333333333,1.333333333,5.166666667,3.444444444,0.202328794,1.379321617,1,"{'happy': [7.22, 5.49, ['a little happy'], 1]}",7.22,5.49,,,-4.5,4.5
ATG5DIBOFXR7C,41,0,40,95,0.27,0.4,0.33,40,0.4,0.195,He is disappointed he didnt win the most but satisfied he didnt win the least.,2,47.35,-7.35,6.055555556,2.333333333,1.444444444,3.888888889,1.333333333,1.333333333,5.166666667,3.444444444,0.202328794,1.379321617,1,"{'content': [7.94, 4.95, ['satisfied'], 1], 'disappointed': [2.39, 4.92, ['disappointed'], 1]}",5.17,4.93,,,-4.5,4.5
A131CBUQKTKOA5,41,0,40,95,0.27,0.4,0.33,40,0.4,0.177,I think he feels relieved that he didn't get zero and slightly happy with his winnings.,2,47.35,-7.35,6.055555556,2.333333333,1.444444444,3.888888889,1.333333333,1.333333333,5.166666667,3.444444444,0.202328794,1.379321617,1,"{'happy': [7.22, 5.49, ['a little happy'], 1], 'fortunate': [7.09, 5.16, ['relieved'], 1]}",7.15,5.33,,,-4.5,4.5
A2HR7ZIX42FEPG,41,0,40,95,0.27,0.4,0.33,40,0.4,0.489,Relieved that he didn't get 0 dollars. But probably bummed out that he didn't more than twice that amount that he won by landing on 95; but he's probably happy regardless about 40 dollars.,2,47.35,-7.35,6.055555556,2.333333333,1.444444444,3.888888889,1.333333333,1.333333333,5.166666667,3.444444444,0.202328794,1.379321617,1,"{'happy': [8.22, 6.49, ['happy'], 1], 'sad': [2.39, 4.78, ['bummed'], 1], 'fortunate': [7.09, 5.16, ['relieved'], 1]}",5.9,5.48,,,-4.5,4.5
A117G4HSX1Y0LQ,41,0,40,95,0.27,0.4,0.33,40,0.4,0.475,Josh is excited to win anything at all.  That $0 on the wheel was making him nervous.  Although the odds were equal at winning any amount; he's happy he won something.  It would have been nicer if he would have landed on $95.,2,47.35,-7.35,6.055555556,2.333333333,1.444444444,3.888888889,1.333333333,1.333333333,5.166666667,3.444444444,0.202328794,1.379321617,1,"{'nervous': [3.29, 6.59, ['nervous'], 1], 'excited': [7.5, 7.67, ['excited'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",6.34,6.92,,,-4.5,4.5
A30N110TZJLSTN,41,0,40,95,0.27,0.4,0.33,40,0.4,0.423,better that nothing,2,47.35,-7.35,6.055555556,2.333333333,1.444444444,3.888888889,1.333333333,1.333333333,5.166666667,3.444444444,0.202328794,1.379321617,1,{},0,0,,,-4.5,4.5
A7MDNLR6XMWBI,41,0,40,95,0.27,0.4,0.33,40,0.4,0.423,Charlie is happy with winning $40 because he could have gotten $0.,2,47.35,-7.35,6.055555556,2.333333333,1.444444444,3.888888889,1.333333333,1.333333333,5.166666667,3.444444444,0.202328794,1.379321617,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,-4.5,4.5
ARI7XTF8WJTI8,41,0,40,95,0.27,0.4,0.33,40,0.4,0.527,Jacob probably expected to spin $40 since that section of the wheel is greater than that of $95 and $0.,2,47.35,-7.35,6.055555556,2.333333333,1.444444444,3.888888889,1.333333333,1.333333333,5.166666667,3.444444444,0.202328794,1.379321617,1,{},0,0,,,-4.5,4.5
A18HFV4R3DNHOQ,42,0,40,95,0.26,0.42,0.32,95,0.32,0.247,Eric is probably elated that he won $95; seeing as it was the best possible outcome and there was a good chance he'd win less money or even nothing at all.,3,47.2,47.8,8.615384615,1,1,6.923076923,1.076923077,1,6.538461538,1.307692308,4.433828937,-0.705574695,1,"{'excited': [7.45, 6.21, ['elated'], 1], 'happy': [7.47, 5.43, ['good'], 1]}",7.46,5.82,8.015714286,6.874285714,3.515714286,-2.374285714
A6K30KTZC5MYT,42,0,40,95,0.26,0.42,0.32,95,0.32,0.81,Extremely happy. Highest prize when there was a chance of winning nothing.  Middle prize had highest odds so he conquered the odds.,3,47.2,47.8,8.615384615,1,1,6.923076923,1.076923077,1,6.538461538,1.307692308,4.433828937,-0.705574695,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,-4.5,4.5
A9DJ4U0G0MAA3,42,0,40,95,0.26,0.42,0.32,95,0.32,0.016,very relieved. big difference between winning and losing in this game and chances of winning were high. ,3,47.2,47.8,8.615384615,1,1,6.923076923,1.076923077,1,6.538461538,1.307692308,4.433828937,-0.705574695,1,"{'fortunate': [8.09, 6.16, ['very relieved'], 1]}",8.09,6.16,,,-4.5,4.5
A3R7OA5VLKONPU,42,0,40,95,0.26,0.42,0.32,95,0.32,0.292,really happy; he won the highest amount.,3,47.2,47.8,8.615384615,1,1,6.923076923,1.076923077,1,6.538461538,1.307692308,4.433828937,-0.705574695,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,-4.5,4.5
A2P9CB7M5EG2II,42,0,40,95,0.26,0.42,0.32,95,0.32,0.254,The player will be extremely happy at the outcome; as it is the highest amount on the board.,3,47.2,47.8,8.615384615,1,1,6.923076923,1.076923077,1,6.538461538,1.307692308,4.433828937,-0.705574695,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,-4.5,4.5
ATG5DIBOFXR7C,42,0,40,95,0.26,0.42,0.32,95,0.32,0.973,He is excited he won the most.,3,47.2,47.8,8.615384615,1,1,6.923076923,1.076923077,1,6.538461538,1.307692308,4.433828937,-0.705574695,1,"{'excited': [7.5, 7.67, ['excited'], 1]}",7.5,7.67,,,-4.5,4.5
AEX9MA72M10DC,42,0,40,95,0.26,0.42,0.32,95,0.32,0.367,He would feel like jumping up and down!,3,47.2,47.8,8.615384615,1,1,6.923076923,1.076923077,1,6.538461538,1.307692308,4.433828937,-0.705574695,1,"{'excited': [8.66, 6.92, ['jumping'], 1], 'sad': [2.13, 5.07, ['down'], 1]}",5.4,6,,,-4.5,4.5
A2JVVBXUEKSD6J,43,10,50,75,0.55,0.28,0.17,10,0.55,0.652,Probably pretty excited that he won; but he may be disappointed that he didn't get the $50 or the $75. That's what I normally see on game shows.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1], 'excited': [6.5, 6.67, ['a little excited'], 1]}",4.45,5.8,3.652,5.095,-0.848,-0.595
A7MDNLR6XMWBI,43,10,50,75,0.55,0.28,0.17,10,0.55,0.586,He is content he won the smallest about but he had a larger probability to get that amount.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,1,"{'content': [7.06, 4.7, ['content'], 1]}",7.06,4.7,,,-4.5,4.5
A2HR7ZIX42FEPG,43,10,50,75,0.55,0.28,0.17,10,0.55,0.008,He is probably very unhappy because of the fact that the spinner stopped VERY CLOSE to the 75 dollars section. Seriously; he must be upset and unhappy.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,1,"{'unhappy': [1.07, 3.68, ['very unhappy', 'unhappy'], 2], 'sad': [2.0, 5.86, ['upset'], 1]}",1.38,4.41,,,-4.5,4.5
A2ZAI1UI3BONP9,43,10,50,75,0.55,0.28,0.17,10,0.55,0.529,Charlie is likely upset; as he won the lowest amount possible.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,1,"{'sad': [2.0, 5.86, ['upset'], 1]}",2,5.86,,,-4.5,4.5
ARI7XTF8WJTI8,43,10,50,75,0.55,0.28,0.17,10,0.55,0.406,Bob most likely expected to spin $10; but was hoping for $50 or $75. The chance of spinning $10; however; was much greater.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,1,"{'inspired': [7.1, 5.78, ['hoping'], 1]}",7.1,5.78,,,-4.5,4.5
A12DDKXPSHDPSV,43,10,50,75,0.55,0.28,0.17,10,0.55,0.076,Tom is disappointed he didn't win more.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,1,"{'disappointed': [2.39, 4.92, ['disappointed'], 1]}",2.39,4.92,,,-4.5,4.5
A15BTZ2F2YSQ8I,43,10,50,75,0.55,0.28,0.17,10,0.55,0.145,Eric should not be surprised at winning the lowest.  Over half the wheel was the lowest amount.  At least its probably more than what he had prior to playing so he should be happy.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,1,"{'surprised': [3.61, 3.61, ['not surprised'], 1], 'happy': [8.22, 6.49, ['happy'], 1]}",5.91,5.05,,,-4.5,4.5
A21L1O4MOGTUCH,43,10,50,75,0.55,0.28,0.17,10,0.55,0.363,Mike is very disappointed he did not win more then just 10 dollars\n,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,1,"{'disappointed': [1.39, 3.92, ['very disappointed'], 1]}",1.39,3.92,,,-4.5,4.5
AQ6WLDBYMYLW6,43,10,50,75,0.55,0.28,0.17,10,0.55,0.977,Josh is displeased; but he understands the outcome. He had a very high chance of only winning $10.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,1,"{'unhappy': [2.79, 5.64, ['displeased'], 1]}",2.79,5.64,,,-4.5,4.5
A18HFV4R3DNHOQ,43,10,50,75,0.55,0.28,0.17,10,0.55,0.903,Alex is probably sad and frustrated that he got a wheel with a very high chance of getting little money.,1,32.25,-22.25,3.538461538,4.769230769,2.769230769,2.230769231,2.615384615,1.153846154,3.153846154,6.384615385,-5.31257632,1.693258832,1,"{'annoying': [2.48, 5.61, ['frustrated'], 1], 'sad': [1.61, 4.13, ['sad'], 1]}",2.05,4.87,,,-4.5,4.5
A117G4HSX1Y0LQ,44,10,50,75,0.58,0.24,0.18,50,0.24,0.074,Bob feels great about winning $50.  He knew his chances of winning $10 was much higher than landing on $50.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,1,"{'great': [8.5, 8.5, ['great'], 1]}",8.5,8.5,7.542857143,6.96,3.042857143,-2.46
AMHS55IO8IWSH,44,10,50,75,0.58,0.24,0.18,50,0.24,0.47,Jacob probably feels pretty good with his results. He didn't get the least amount of money which was attached to the largest part of the pie (wheel) but received the middle amount which isn't terrible. ,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,1,"{'unhappy': [5.28, 9.62, ['not terrible'], 1], 'happy': [6.47, 4.43, ['a little good'], 1]}",5.88,7.03,,,-4.5,4.5
A3R7OA5VLKONPU,44,10,50,75,0.58,0.24,0.18,50,0.24,0.162,Happy because he won the middle amount on the wheel.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,-4.5,4.5
AQ6WLDBYMYLW6,44,10,50,75,0.58,0.24,0.18,50,0.24,0.408,David is pleased with the results. He avoided the large $10 area and managed to win the middle amount of $50.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,1,"{'happy': [8.01, 5.97, ['pleased'], 1]}",8.01,5.97,,,-4.5,4.5
A35B3KI1K34CRA,44,10,50,75,0.58,0.24,0.18,50,0.24,0.954,he is happy to win the middle amount,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,1,"{'happy': [8.22, 6.49, ['happy'], 1]}",8.22,6.49,,,-4.5,4.5
A578KKFXCH6DX,44,10,50,75,0.58,0.24,0.18,50,0.24,0.359,John is reasonably happy to have won $50. He would have preferred to win $75; but he is very happy that the marker wheel didn't stop at $10; since this was the highest probability.,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,1,"{'happy': [8.72, 6.99, ['happy', 'very happy'], 2]}",8.72,6.99,,,-4.5,4.5
A30N110TZJLSTN,44,10,50,75,0.58,0.24,0.18,50,0.24,0.677,wow not bad,2,31.3,18.7,7.111111111,1.666666667,1.333333333,5.833333333,1.444444444,1.277777778,6.277777778,2.388888889,2.379349696,-0.235808961,1,"{'unfortunate': [5.25, 7.25, ['not bad'], 1]}",5.25,7.25,,,-4.5,4.5
A2JVVBXUEKSD6J,45,10,50,75,0.6,0.24,0.16,75,0.16,0.026,Yay for the most money! Especially since that wasn't the highest odds.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,1,"{'great': [9.0, 7.0, ['yay'], 1]}",9,7,8.565,7.025,4.065,-2.525
A219M3DT6KUL7C,45,10,50,75,0.6,0.24,0.16,75,0.16,0.896,Charlie is extremely happy with his outcome. He has won the most money possible.,3,30,45,8.846153846,1.076923077,1.076923077,7.846153846,1.307692308,1.153846154,6.846153846,1.076923077,4.867670855,-1.625229914,1,"{'happy': [9.22, 7.49, ['very happy'], 1]}",9.22,7.49,,,-4.5,4.5
