workerid,spinnerID,payoff1,payoff2,payoff3,prob1,prob2,prob3,win,winProb,angleProp,response,winChoice,EV,PE,happy,sad,anger,surprise,disgust,fear,content,disapp,pcomp1,pcomp2,dummy
ATG5DIBOFXR7C,4,10,35,75,0.5,0.31,0.19,10,0.5,0.98,He is disappointed he won the least amount.,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
A2ICGX21IQ48M9,4,10,35,75,0.5,0.31,0.19,10,0.5,0.283,Probably upset even though he expected it.,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
A3L9437EC5JYC6,4,10,35,75,0.5,0.31,0.19,10,0.5,0.508,He probably feels a little disappointed; but unsurprised; since he had a 50% chance of getting $10 anyway. It's better than $0; though.,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
AHGAVSKDQXCWM,4,10,35,75,0.5,0.31,0.19,10,0.5,0.71,He was disappointed because it was the lowest prize although not entirely unsurprised.,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
A2ZAI1UI3BONP9,4,10,35,75,0.5,0.31,0.19,10,0.5,0.641,George is very happy,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
A3TSX6OITQPBR6,4,10,35,75,0.5,0.31,0.19,10,0.5,0.763,Charlie is probably not too happy.  The amount he won is the lowest amount possibly; and it is not a substantial amount of money.  Plus; the odds were against him to win a high amount because there was a 50% chance that he would end up with only $10.,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
A2Y6NKGAGWT3OL,4,10,35,75,0.5,0.31,0.19,10,0.5,0.565,He feels kinda eh about the whole thing.  He was most likely to win $10; but it barely seems like a prize since he had a chance to win $75.,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
A3QB0Z9AN62HFH,4,10,35,75,0.5,0.31,0.19,10,0.5,0.228,Tom is disappointed right now. I bet he was hoping for a better spin.,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
A1MKYMYY34DZIO,4,10,35,75,0.5,0.31,0.19,10,0.5,0.219,Pretty let down; but not surprised since $10 was the largest sized portion. He was still hoping to win more.,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
A235ULDV4XUVDM,4,10,35,75,0.5,0.31,0.19,10,0.5,0.791,ugh i only won that much,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
A2QNGPV4PX8TFJ,4,10,35,75,0.5,0.31,0.19,10,0.5,0.828,he gets disappointed,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
A324HA2AP7AU8Q,4,10,35,75,0.5,0.31,0.19,10,0.5,0.383,Scott is upset by his winnings; because that is the lowest amount anyone has won today,1,30.1,-20.1,3.294117647,4.117647059,2.470588235,2.235294118,2.411764706,1.235294118,2.588235294,6.705882353,-5.460562936,2.173961204,0
A1YX045UYGCNLA,5,10,35,75,0.515,0.3,0.185,35,0.3,0.353,Alex is probably probably mildly disappointed he only won $35.  Even though the greater odds was for $10; its still much lower than the $75 prize.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A9IGTAK087DB9,5,10,35,75,0.515,0.3,0.185,35,0.3,0.477,Relieved that it wasn't the lower amount since it was a higher likelihood.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A117G4HSX1Y0LQ,5,10,35,75,0.515,0.3,0.185,35,0.3,0.102,I think Jake is excited.  He knows that $10 is the reasonable amount to expect.  He would have been happier to get $75; though.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A25DHXVNVC0VPW,5,10,35,75,0.515,0.3,0.185,35,0.3,0.515,Tom probably feels very good about his earnings. Even though he didn't win $75; he still did very well and is happy.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A3BY68N6X2BEGS,5,10,35,75,0.515,0.3,0.185,35,0.3,0.694,He felt great because $75 is really hard to get because that particular section is pretty small.  He got very lucky!,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A3HLCR4YCHJWBI,5,10,35,75,0.515,0.3,0.185,35,0.3,0.228,He felt well but would have felt better if he got $75.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
AD2XOLO1DPATR,5,10,35,75,0.515,0.3,0.185,35,0.3,0.773,Well Bob is pleased to win the $35; as the $10 section of the wheel was the largest section and his chance to win the $35 was less.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
APWXTMJO1I1ST,5,10,35,75,0.515,0.3,0.185,35,0.3,0.701,I think he's probably a bit disappointed; but $35 is still $35!,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
ATG5DIBOFXR7C,5,10,35,75,0.515,0.3,0.185,35,0.3,0.338,He is disappointed he didnt win the largest amount but satisfied for not winning the least.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A1O5AK4XED79SN,5,10,35,75,0.515,0.3,0.185,35,0.3,0.994,He was so close!  He feels happy he won the 2nd biggest prize; but a little dissapointed that he was so close to the big one,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A3UX6ETXQOCG65,5,10,35,75,0.515,0.3,0.185,35,0.3,0.466,He probably feels somewhat happy; and somewhat surprised. But he probably also wished it would have kept going to land on the 75,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A35B3KI1K34CRA,5,10,35,75,0.515,0.3,0.185,35,0.3,0.516,he is happy he got the middle amount but sad because the top amount is double what he could have won,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A3VPLXGSHH2R9S,5,10,35,75,0.515,0.3,0.185,35,0.3,0.079,content. he won more than the least possible.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A3QB0Z9AN62HFH,5,10,35,75,0.515,0.3,0.185,35,0.3,0.242,He's probably a little disappointed. I bet Tom wanted to win more than that. He probably was going for that bog $75,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
ARL02LF79QANB,5,10,35,75,0.515,0.3,0.185,35,0.3,0.526,I think he would like that he won that amount.  He probably thought he would get $10 because it was the biggest but he got $35 which is in the middle and $25 more than the smallest.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
AQ277F26ZFB1K,5,10,35,75,0.515,0.3,0.185,35,0.3,0.645,Steve must be still happy. He could have got the amount of 10 but got 35 so its still good money,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A2HR7ZIX42FEPG,5,10,35,75,0.515,0.3,0.185,35,0.3,0.468,He probably expected that he would win 10 dollars since it was the most likely. He probably is okay with 35 dollars but would have liked 75 dollars.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A38H9FJ0DLPCXR,5,10,35,75,0.515,0.3,0.185,35,0.3,0.805,disappointed about not winning the $70 but glad it wasn't $10,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A3HRQQ656Z26DM,5,10,35,75,0.515,0.3,0.185,35,0.3,0.345,Chris is overjoyed e won money he did not have before hand,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A3PRWPUV7OWTPS,5,10,35,75,0.515,0.3,0.185,35,0.3,0.482,Surprised. He could have gotten the lowest amount because that amount dominates space on the wheel.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A3R7OA5VLKONPU,5,10,35,75,0.515,0.3,0.185,35,0.3,0.518,happy because he won the middle amount,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
APC3O2O8O9XPO,5,10,35,75,0.515,0.3,0.185,35,0.3,0.018,He felt okay.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A09281221R5UN2B9X8VQQ,5,10,35,75,0.515,0.3,0.185,35,0.3,0.619,I think John feels alright about the $35 prize.  The odds were in favor of landing on the $10 prize.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A33FFJJSNXZSG2,5,10,35,75,0.515,0.3,0.185,35,0.3,0.097,Mike should be happy.  He had more than 50% chance to win only $10,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A212WMJOUG2P4R,5,10,35,75,0.515,0.3,0.185,35,0.3,0.638,He would feel excited winning the biggest prize of $75,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A236LC3K242Y4B,5,10,35,75,0.515,0.3,0.185,35,0.3,0.095,Even though it wasn't the largest amount; he is still glad as there was more then fifty percent chance; he could of gotten lower than that.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
AHF6VA262YIW1,5,10,35,75,0.515,0.3,0.185,35,0.3,0.957,Buy me some groceries.  Some drinks for tonight.  Would never spend it all i feel lucky.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
AAICL10ND2YK3,5,10,35,75,0.515,0.3,0.185,35,0.3,0.099,Jake must be quite happy with his outcome. The $35 prize is much better than the $10 prize; although he likely figures that the $75 prize would have been nice.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
AP121G7XM1WVA,5,10,35,75,0.515,0.3,0.185,35,0.3,0.692,Steve is happy with his 2nd prize amount. He's happy he avoided the 3rd prize; but upset that he didn't win the 1st prize.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A3VP27UUQ34OXK,5,10,35,75,0.515,0.3,0.185,35,0.3,0.81,Eric lets out a sigh of relief that the wheel didn't land on $10.  There was slightly over a 50% chance that it would.  He's happy with his $35.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A9K7HUROMLTQ4,5,10,35,75,0.515,0.3,0.185,35,0.3,0.357,I think Bob wishes he had won the largest amount; but feels lucky he did not win the lowest amount.,2,29.525,5.475,5.833333333,2.388888889,1.388888889,4.277777778,1.5,1.111111111,4.833333333,3.666666667,-0.120868823,1.162422469,0
A17HKMNGZVXXGJ,6,10,35,75,0.5,0.32,0.18,75,0.18,0.999,He must have felt very happy. He got the best prize on the wheel! ,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A3UX6ETXQOCG65,6,10,35,75,0.5,0.32,0.18,75,0.18,0.501,He won the highest amount on the wheel; he is probably excited! He probably thought he was going to win the 10 since it is to big; so he is probably surprised.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A2VN8Q8X7WWIM,6,10,35,75,0.5,0.32,0.18,75,0.18,0.124,I think he would be very happy. That is the largest figure available. woohoo for him.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
AMHS55IO8IWSH,6,10,35,75,0.5,0.32,0.18,75,0.18,0.086,He felt amazing!,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A38TMLR6TTYAYI,6,10,35,75,0.5,0.32,0.18,75,0.18,0.566,He is very happy because he won the most amount of money that he could.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A121XPLMG5SJIE,6,10,35,75,0.5,0.32,0.18,75,0.18,0.4,Lucky since the section was so small and his chances of getting less were good!,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
AQ5MJSR5ZAUF2,6,10,35,75,0.5,0.32,0.18,75,0.18,0.502,He feels lucky because he keeps winning the amount on the wheel that he has the lowest probability of winning. Plus; now he can pay his phone bill too!,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A26OPFKHL4BHOZ,6,10,35,75,0.5,0.32,0.18,75,0.18,0.129,I Felt excited. I felt happy that they won the largest amount. ,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A376U7ST26TZ43,6,10,35,75,0.5,0.32,0.18,75,0.18,0.353,He feels great about winning the biggest prize!,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A9IGTAK087DB9,6,10,35,75,0.5,0.32,0.18,75,0.18,0.548,I'm sure he's elated since the odds were against him.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A1WND2TPRFA4H,6,10,35,75,0.5,0.32,0.18,75,0.18,0.113,Elated!,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A15BTZ2F2YSQ8I,6,10,35,75,0.5,0.32,0.18,75,0.18,0.33,Tom is probably feeling very good.  He has hit the highest amount with the smallest chance of winning.  You can do a few things with 75 dollars these days.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A9DJ4U0G0MAA3,6,10,35,75,0.5,0.32,0.18,75,0.18,0.606,he is as happy as you can get by playing this game. max happiness. lowest odds; but highest payoff.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A1O5AK4XED79SN,6,10,35,75,0.5,0.32,0.18,75,0.18,0.84,Wow...the odds were against  him but he won the biggest prize....He is exstatic!,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A2NBR4ZN8VGUU9,6,10,35,75,0.5,0.32,0.18,75,0.18,0.86,Wow; elated smallest chance to win and he won! Better chance to win $10 and he won $75 his lucky day.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A2GXD2V6YEL7OA,6,10,35,75,0.5,0.32,0.18,75,0.18,0.709,Better than the previous contestants before him,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A3MV1DRG1VT6S2,6,10,35,75,0.5,0.32,0.18,75,0.18,0.726,Very lucky that it landed in the smallest section with highest payout.I think he would feel like he beat the odds against him.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A2PVGP0VBGJEHY,6,10,35,75,0.5,0.32,0.18,75,0.18,0.575,Super pumped he hit the highest ,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A1GK40XYRMZHP7,6,10,35,75,0.5,0.32,0.18,75,0.18,0.031,He is super excited that he won the highest dollar amount; because the odds were against him for the smallest slice. He is very happy.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A2EEUQ0YY2XIU,6,10,35,75,0.5,0.32,0.18,75,0.18,0.209,It's the highest he can win... that makes him very happy. ,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A2ZUC3INRC7TP3,6,10,35,75,0.5,0.32,0.18,75,0.18,0.24,James is surprised and feels lucky. He did not expect to land on the smallest space and win the largest amount.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
ARI7XTF8WJTI8,6,10,35,75,0.5,0.32,0.18,75,0.18,0.296,Tom is most likely extremely happy with his spin. The chance of winning $10 or $35 was much greater than spinning $75.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A3TSX6OITQPBR6,6,10,35,75,0.5,0.32,0.18,75,0.18,0.288,Scott feels great about winning.  The amount he won is quite a lot more than the other two amounts that he could have won.  Plus; the amount he won is quite substantial.  Finally; he had a much higher chance of winning only $10; so he is glad to have beat the odds of winning a much lower amount.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
AQEVAKQLI09EN,6,10,35,75,0.5,0.32,0.18,75,0.18,0.959,I think Mike feels excited about winning 75 dollars. He won the most money on the wheel.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A3V7O93XRXINKE,6,10,35,75,0.5,0.32,0.18,75,0.18,0.497,He feels extra great! Very lucky! It landed on the smallest one; with the largest money! Great day!,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
AT0COJ1G23ZB0,6,10,35,75,0.5,0.32,0.18,75,0.18,0.41,I think he feels extremely surprised and happy. He got the most money possible; and this section of the wheel had the smallest probability associated with it.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A1IJ1F5CO6S4FG,6,10,35,75,0.5,0.32,0.18,75,0.18,0.884,He's feeling really lucky and excited - the $75 wasn't a very big section - he figured he'd get the $10 but he got the $75 so he's pretty excited.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A3Q68BOA79SD35,6,10,35,75,0.5,0.32,0.18,75,0.18,0.972,I think Jake is extremely happy. He got the most amount of money with the smallest portion of the wheel!,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A2YTOX7SEDJ1TC,6,10,35,75,0.5,0.32,0.18,75,0.18,0.392,Feels super excited. $75 is a lot!,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A31MBX2OGEP67W,6,10,35,75,0.5,0.32,0.18,75,0.18,0.531,He feels happy and excited that he won the maximum amount. He feels surprised that he won the maximum over the minimum. Does not feel disappointed or sad. ,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A1662KZ3DCOHHJ,6,10,35,75,0.5,0.32,0.18,75,0.18,0.825,Alex feels extremely happy and lucky. $75 was by far the least likely outcome and largest denomination.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
AP121G7XM1WVA,6,10,35,75,0.5,0.32,0.18,75,0.18,0.864,Tom feels ecstatic that he has beaten the odds of winning a small prize; and is taking home the much-less-likely high prize amount.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
AQ277F26ZFB1K,6,10,35,75,0.5,0.32,0.18,75,0.18,0.972,Bob must be jumping of joy he had less than 25% of winning. he must be jumping of joy.,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
A578KKFXCH6DX,6,10,35,75,0.5,0.32,0.18,75,0.18,0.934,Jake is very happy to have won $75; especially since the wheel had almost stopped on $10. He also feels lucky since winning $75 had the smallest probability of the three possibilities. ,3,29.7,45.3,8.538461538,1,1,7.384615385,1,1,6.923076923,1,4.830850694,-1.110002482,0
